X62n1197_001:0577c05	蓮宗必讀	蓮 宗 必 讀 
X62n1197_001:0585b10	既然。生佛體等。如此。方了迴神億剎。實為自己心	既 然 生 佛 體 等 如 此 方 了 迴 神 億 剎 實 為 自 己 心 
X62n1197_001:0585b11	中。孕質九蓮。豈逃剎那際內。苟事理攸隔。淨薉相	中 孕 質 九 蓮 豈 逃 剎 那 際 內 苟 事 理 攸 隔 淨 薉 相 
X62n1197_001:0585b12	妨。安令五逆凡夫。十念便登寶土。二乘賢輩。迴心	妨 安 令 五 逆 凡 夫 十 念 便 登 寶 土 二 乘 賢 輩 迴 心 
X62n1197_001:0585b13	即達金池也哉。信此圓談事無不達。昧斯至理。觸	即 達 金 池 也 哉 信 此 圓 談 事 無 不 達 昧 斯 至 理 觸 
X62n1197_001:0585b14	類皆迷。華嚴云。心如工畫師。造種種五陰。一切世	類 皆 迷 華 嚴 云 心 如 工 畫 師 造 種 種 五 陰 一 切 世 
X62n1197_001:0585b15	間中。無不從心造。(造通二種。一理具。十界依正。一念頓足。二變起。全理緣起。知無	間 中 無 不 從 心 造 造 通 二 種 一 理 具 十 界 依 正 一 念 頓 足 二 變 起 全 理 緣 起 知 無 
X62n1197_001:0585b16	不為)如心佛亦爾。如佛眾生然。心佛及眾生。是三無	不 為 如 心 佛 亦 爾 如 佛 眾 生 然 心 佛 及 眾 生 是 三 無 
X62n1197_001:0585b17	差別。(由三無差。方感應道交。悲願相攝。共變各變因果方成。若但一理無差。不曉諸法互具。未	差 別 由 三 無 差 方 感 應 道 交 悲 願 相 攝 共 變 各 變 因 果 方 成 若 但 一 理 無 差 不 曉 諸 法 互 具 未 
X62n1197_001:0585b18	善圓旨)起信論。所言法者。謂眾生心。(直指凡心)是心即攝	善 圓 旨 起 信 論 所 言 法 者 謂 眾 生 心 直 指 凡 心 是 心 即 攝 
X62n1197_001:0585b19	一切世間。(六凡法界)出世間法。(四聖法界也。攝義亦二。一理具。二事造。並攝十	一切世間 六 凡 法 界 出世間法 四 聖 法 界 也 攝 義 亦 二 一 理 具 二 事 造 並 攝 十 
X62n1197_001:0585b20	界。十界之內。身土淨薉。何法不在)依此示摩訶衍義。(摩訶衍大乘也。若非此心。	界 十 界 之 內 身 土 淨 薉 何 法 不 在 依 此 示 摩 訶 衍 義 摩 訶 衍 大 乘 也 若 非 此 心 
X62n1197_001:0585b21	安堪乘運)十六觀。諸佛是法界身。入一切眾生心想中。	安 堪 乘 運 十 六 觀 諸 佛 是 法 界 身 入 一 切 眾 生 心 想 中 
X62n1197_001:0585b22	乃至是心作佛。是心是佛。般舟三昧。佛是我心。是	乃 至 是 心 作 佛 是 心 是 佛 般舟三昧 佛 是 我 心 是 
X62n1197_001:0585b23	我心見佛。是我心作佛等。談斯旨者。大乘卷中粲	我 心 見 佛 是 我 心 作 佛 等 談 斯 旨 者 大 乘 卷 中 粲 
X62n1197_001:0585b24	然可舉。至若法華妙部。如來親記往生。華嚴頓談。	然 可 舉 至 若 法 華 妙 部 如 來 親 記 往 生 華 嚴 頓 談 
X62n1197_001:0585c01	普賢躬陳迴向。是知彌陀因地。觀此理而大誓普	普 賢 躬 陳 迴 向 是 知 彌 陀 因 地 觀 此 理 而 大 誓 普 
X62n1197_001:0585c02	收。釋迦果成。稱此理而廣舌深讚。十方三世。莫不	收 釋 迦 果 成 稱 此 理 而 廣 舌 深 讚 十 方 三 世 莫 不 
X62n1197_001:0585c03	咸然。問。妙理圓極。世人盡須觀行始生耶。答。不然。	咸 然 問 妙 理 圓 極 世 人 盡 須 觀 行 始 生 耶 答 不 然 
X62n1197_001:0585c04	今但直決疑情。令知淨土百寶莊嚴。九品因果。並	今 但 直 決 疑 情 令 知 淨 土 百 寶 莊 嚴 九 品 因 果 並 
X62n1197_001:0585c05	在眾生介爾心中。理性具足。方得往生事用。隨願	在 眾 生 介 爾 心 中 理 性 具 足 方 得 往 生 事 用 隨 願 
X62n1197_001:0585c06	自然。是則旁羅十方。不離當念。往來法界。正恊唯	自 然 是 則 旁 羅 十 方 不 離 當 念 往 來 法 界 正 恊 唯 
X62n1197_001:0585c07	心。免信常流。執此非彼。其九品生相。各有行類。上	心 免 信 常 流 執 此 非 彼 其 九 品 生 相 各 有 行 類 上 
X62n1197_001:0585c08	輩三品須解須行。故云汝行大乘。解第一義。學者	輩 三 品 須 解 須 行 故 云 汝 行 大 乘 解 第 一 義 學 者 
X62n1197_001:0585c09	見賢思齊。企金座而高升。當妙觀之是托。若中下	見 賢 思 齊 企 金 座 而 高 升 當 妙 觀 之 是 托 若 中 下 
X62n1197_001:0585c10	六品生因。只精持禁戒。行世仁慈。至下下品。本是	六 品 生 因 只 精 持 禁 戒 行 世 仁 慈 至 下 下 品 本 是 
X62n1197_001:0585c11	惡逆。十念精誠。便生彼國。但知有淨土。盡可迴心	惡 逆 十 念 精 誠 便 生 彼 國 但 知 有 淨 土 盡 可 迴 心 
X62n1197_001:0585c12	也。(世人縱云淨土出大乘。不能如上約教甄簡。甯逃混濫。未足決疑)三疑自者。博	也 世 人 縱 云 淨 土 出 大 乘 不 能 如 上 約 教 甄 簡 甯 逃 混 濫 未 足 決 疑 三 疑 自 者 博 
X62n1197_001:0585c13	地凡夫。世緣纏蓋。云何此身生淨土。入賢聖海。同	地 凡 夫 世 緣 纏 蓋 云 何 此 身 生 淨 土 入 賢 聖 海 同 
X62n1197_001:0585c14	正定聚。釋曰。若了如上法性虗通。及信彌陀本願	正 定 聚 釋 曰 若 了 如 上 法 性 虗 通 及 信 彌 陀 本 願 
X62n1197_001:0585c15	攝受。但勤功福甯俟問津。況十念得生。唯除五逆	攝 受 但 勤 功 福 甯 俟 問 津 況 十 念 得 生 唯 除 五 逆 
X62n1197_001:0585c16	及謗正法。又定心十念。逆謗亦生。正願志求。夫復	及 謗 正 法 又 定 心 十 念 逆 謗 亦 生 正 願 志 求 夫 復 
X62n1197_001:0585c17	何惑。	何 惑 
X62n1197_001:0585c18	第二正修行願門者。略開四門。一禮懺。二十念。三	第 二 正 修 行 願 門 者 略 開 四 門 一 禮 懺 二 十 念 三 
X62n1197_001:0585c19	繫緣。四眾福。修行整足。唯須此四。先禮佛淨除業	繫 緣 四 眾 福 修 行 整 足 唯 須 此 四 先 禮 佛 淨 除 業 
X62n1197_001:0585c20	障。身心皎潔。如淨良田。次十念定心成行。立願要	障 身 心 皎 潔 如 淨 良 田 次 十 念 定 心 成 行 立 願 要 
X62n1197_001:0585c21	期。植往生正因。如下種子。次繫心愛護長養。滋發	期 植 往 生 正 因 如 下 種 子 次 繫 心 愛 護 長 養 滋 發 
X62n1197_001:0585c22	芽莖。如霔膏雨。次眾福助令繁茂。使速成華果。如	芽 莖 如 霔 膏 雨 次 眾 福 助 令 繁 茂 使 速 成 華 果 如 
X62n1197_001:0585c23	灌肥膩。具修此四。最上最勝。或少暇隨修三二一	灌 肥 膩 具 修 此 四 最 上 最 勝 或 少 暇 隨 修 三 二 一 
X62n1197_001:0585c24	者皆生彼國以四門各有行願皆是正因故也亦	者 皆 生 彼 國 以 四 門 各 有 行 願 皆 是 正 因 故 也 亦 
X62n1197_001:0586a01	可六齋日修懺日日中修十念以十念是淨因要	可 六 齋 日 修 懺 日 日 中 修 十 念 以 十 念 是 淨 因 要 
X62n1197_001:0586a02	切必不可廢後二門任力所能若不然者但隨所	切 必 不 可 廢 後 二 門 任 力 所 能 若 不 然 者 但 隨 所 
X62n1197_001:0586a03	欲。任意行之。	欲 任 意 行 之 
X62n1197_001:0586a04	禮懺門者。日日早晨。於常供道場中。冠帶服飾端	禮 懺 門 者 日 日 早 晨 於 常 供 道 場 中 冠 帶 服 飾 端 
X62n1197_001:0586a05	莊謹肅。佛像前手自燒香合掌定心作是云。	莊 謹 肅 佛 像 前 手 自 燒 香 合 掌 定 心 作 是 云 
X62n1197_001:0586a06	一切恭敬一心頂禮常住三寶(存心徧禮十方三世一切佛法僧寶。拜起。	一 切 恭 敬 一 心 頂 禮 常 住 三 寶 存 心 徧 禮 十 方 三 世 一切佛法 僧 寶 拜 起 
X62n1197_001:0586a07	兩膝著地。手執香爐。燒眾名香云)。	兩 膝 著 地 手 執 香 爐 燒 眾 名 香 云 
X62n1197_001:0586a08	願此香煙雲。徧滿十方界。無邊佛土中。無量香莊嚴。	願 此 香 煙 雲 徧 滿 十 方 界 無 邊 佛 土 中 無 量 香 莊 嚴 
X62n1197_001:0586a09	具足菩薩道。成就如來香。(冥心少頃。徧運香雲。供養三寶。普熏眾生。咸生淨土。	具 足 菩 薩 道 成 就 如 來 香 冥 心 少 頃 徧 運 香 雲 供養三寶 普 熏 眾 生 咸 生 淨 土 
X62n1197_001:0586a10	想已置爐。起作一禮。禮已合掌。曲躬懇切。想面對彌陀。及一切佛。而讚歎曰)。	想 已 置 爐 起 作 一 禮 禮 已 合 掌 曲 躬 懇 切 想 面 對 彌 陀 及 一 切 佛 而 讚 歎 曰 
X62n1197_001:0586a11	如來妙色身。世間無與等。無比不思議。是故今頂禮。	如 來 妙 色 身 世 間 無 與 等 無 比 不 思 議 是 故 今 頂 禮 
X62n1197_001:0586a12	如來色無盡。智慧亦復然。一切法常住。是故我歸依。	如 來 色 無 盡 智 慧 亦 復 然 一 切 法 常 住 是 故 我 歸 依 
X62n1197_001:0586a13	大智大願力。普度於羣生。令捨熱惱身。生彼清涼國。	大 智 大 願 力 普 度 於 羣 生 令 捨 熱 惱 身 生 彼 清 涼 國 
X62n1197_001:0586a14	我今淨三業。歸依及禮讚。願共諸眾生。同生安樂剎。	我 今 淨 三 業 歸 依 及 禮 讚 願 共 諸 眾 生 同 生 安 樂 剎 
X62n1197_001:0586a15	(讚願已。即便禮佛。一一存心專對云)。	 讚 願 已 即 便 禮 佛 一 一 存 心 專 對 云 
X62n1197_001:0586a16	一心頂禮常寂光淨土。阿彌陀如來。清淨妙法身。徧	一 心 頂 禮 常 寂 光 淨 土 阿 彌 陀 如 來 清 淨 妙 法 身 徧 
X62n1197_001:0586a17	法界諸佛。	法 界 諸 佛 
X62n1197_001:0586a18	一心頂禮實報莊嚴土。阿彌陀如來。微塵相海身。徧	一 心 頂 禮 實 報 莊 嚴 土 阿 彌 陀 如 來 微 塵 相 海 身 徧 
X62n1197_001:0586a19	法界諸佛。	法 界 諸 佛 
X62n1197_001:0586a20	一心頂禮方便聖居土。阿彌陀如來。解脫相嚴身。徧	一 心 頂 禮 方 便 聖 居 土 阿 彌 陀 如 來 解 脫 相 嚴 身 徧 
X62n1197_001:0586a21	法界諸佛。	法 界 諸 佛 
X62n1197_001:0586a22	一心頂禮西方安樂土。阿彌陀如來。大乘根界身。徧	一 心 頂 禮 西 方 安 樂 土 阿 彌 陀 如 來 大 乘 根 界 身 徧 
X62n1197_001:0586a23	法界諸佛。	法 界 諸 佛 
X62n1197_001:0586a24	一心頂禮西方安樂土。阿彌陀如來。十方化往身。徧	一 心 頂 禮 西 方 安 樂 土 阿 彌 陀 如 來 十 方 化 往 身 徧 
X62n1197_001:0586b01	法界諸佛。	法 界 諸 佛 
X62n1197_001:0586b02	一心頂禮西方安樂土。教行理三經。極樂正宣揚。徧	一 心 頂 禮 西 方 安 樂 土 教 行 理 三 經 極 樂 正 宣 揚 徧 
X62n1197_001:0586b03	法界尊法(靈峰大師注云。此禮舊本無。今依幽溪大師添入。使三寶具足)。	法 界 尊 法 靈 峰 大 師 注 云 此 禮 舊 本 無 今 依 幽 溪 大 師 添 入 使 三 寶 具 足 
X62n1197_001:0586b04	一心頂禮西方安樂土。觀世音菩薩。萬億紫金身。徧	一 心 頂 禮 西 方 安 樂 土 觀 世 音 菩 薩 萬 億 紫 金 身 徧 
X62n1197_001:0586b05	法界菩薩摩訶薩。	法 界 菩薩摩訶薩 
X62n1197_001:0586b06	一心頂禮西方安樂土。大勢至菩薩。無邊光智身。徧	一 心 頂 禮 西 方 安 樂 土 大 勢 至 菩 薩 無 邊 光 智 身 徧 
X62n1197_001:0586b07	法界菩薩摩訶薩。	法 界 菩薩摩訶薩 
X62n1197_001:0586b08	一心頂禮西方安樂土。清淨大海眾。滿分二嚴身。徧	一 心 頂 禮 西 方 安 樂 土 清 淨 大 海 眾 滿 分 二 嚴 身 徧 
X62n1197_001:0586b09	法界聖眾(禮已。即兩膝跪地。執手爐燒香至誠而倡是言)。	法 界 聖 眾 禮 已 即 兩 膝 跪 地 執 手 爐 燒 香 至 誠 而 倡 是 言 
X62n1197_001:0586b10	我今普為四恩三有。法界眾生。悉願斷除三障。歸命	我 今 普 為 四 恩 三 有 法 界 眾 生 悉 願 斷 除 三 障 歸 命 
X62n1197_001:0586b11	懺悔(起禮復跪執手爐云)。	懺 悔 起 禮 復 跪 執 手 爐 云 
X62n1197_001:0586b12	至心懺悔。[○@叩]我弟子(某甲)。及法界眾生。從無始世來。	至 心 懺 悔 [叩] 我 弟 子 某 甲 及 法 界 眾 生 從無始世 來 
X62n1197_001:0586b13	無明所覆。顛倒迷惑。而由六根三業。習不善法。廣造	無 明 所 覆 顛 倒 迷 惑 而 由 六 根 三 業 習 不 善 法 廣 造 
X62n1197_001:0586b14	十惡。及五無間。一切眾罪。無量無邊。說不可盡。十方	十 惡 及 五 無 間 一 切 眾 罪 無量無邊 說 不 可 盡 十 方 
X62n1197_001:0586b15	諸佛。常在世間。法音不絕。妙香充塞。法味盈空。放淨	諸 佛 常 在 世 間 法 音 不 絕 妙 香 充 塞 法 味 盈 空 放 淨 
X62n1197_001:0586b16	光明。照燭一切。常住妙理。徧滿虗空。我無始來。六根	光 明 照 燭 一 切 常 住 妙 理 徧 滿 虗 空 我 無 始 來 六 根 
X62n1197_001:0586b17	內盲。三業昏闇。不見不聞。不覺不知。以是因緣。長流	內 盲 三 業 昏 闇 不 見 不 聞 不 覺 不 知 以是因緣 長 流 
X62n1197_001:0586b18	生死。經歷惡道。百千萬劫。永無出期。經云。毗盧遮那。	生 死 經 歷 惡 道 百千萬劫 永 無 出 期 經 云 毗 盧 遮 那 
X62n1197_001:0586b19	徧一切處。其佛所住名常寂光。是故當知。一切諸法。	徧一切處 其 佛 所 住 名 常 寂 光 是故當知 一切諸法 
X62n1197_001:0586b20	無非佛法。而我不了。隨無明流。是則於菩提中。見不	無 非 佛 法 而 我 不 了 隨 無 明 流 是 則 於 菩 提 中 見 不 
X62n1197_001:0586b21	清淨。於解脫中。而起纏縛。今始覺悟。今始改悔。奉對	清 淨 於 解 脫 中 而 起 纏 縛 今 始 覺 悟 今 始 改 悔 奉 對 
X62n1197_001:0586b22	[○@叩]諸佛。彌陀世尊。發露懺悔。當令我與法界眾生。三	[叩] 諸 佛 彌 陀 世 尊 發 露 懺 悔 當 令 我 與 法 界 眾 生 三 
X62n1197_001:0586b23	業六根。無始所作現作當作。自作教他。見聞隨喜。若	業 六 根 無 始 所 作 現 作 當 作 自 作 教 他 見 聞 隨 喜 若 
X62n1197_001:0586b24	憶不憶。若識不識。若疑不疑。若覆若露。一切重罪。畢	憶 不 憶 若 識 不 識 若 疑 不 疑 若 覆 若 露 一 切 重 罪 畢 
X62n1197_001:0586c01	竟清淨。我懺悔已。六根三業。淨無瑕累。所修善根。悉	竟 清 淨 我 懺 悔 已 六 根 三 業 淨 無 瑕 累 所 修 善 根 悉 
X62n1197_001:0586c02	亦清淨。皆悉回向。莊嚴淨土。普與眾生。同生安養。願	亦 清 淨 皆 悉 回 向 莊 嚴 淨 土 普 與 眾 生 同 生 安 養 願 
X62n1197_001:0586c03	[○@叩]阿彌陀佛。常來護持。令我善根。現前增進。不失淨	[叩] 阿 彌 陀 佛 常 來 護 持 令 我 善 根 現 前 增 進 不 失 淨 
X62n1197_001:0586c04	因。臨命終時。身心正念。視聽分明。面奉[○@叩]彌陀。與諸	因 臨命終時 身 心 正 念 視 聽 分 明 面 奉 [叩] 彌 陀 與 諸 
X62n1197_001:0586c05	聖眾。手執華臺。接引於我。一剎那頃。生在佛前。具菩	聖 眾 手 執 華 臺 接 引 於 我 一 剎 那 頃 生 在 佛 前 具 菩 
X62n1197_001:0586c06	薩道。廣度眾生同成種智(應三說。若時促及事迫。一說亦得。起云)。	薩 道 廣 度 眾 生 同 成 種 智 應 三 說 若 時 促 及 事 迫 一 說 亦 得 起 云 
X62n1197_001:0586c07	懺悔發願已。歸命禮阿彌陀佛及一切三寶(一拜)。	懺 悔 發 願 已 歸 命 禮 阿 彌 陀 佛 及 一 切 三 寶 一 拜 
X62n1197_001:0586c08	(次旋遶法。或三帀。或七帀。乃至多帀。如是稱念。隨意隨帀。不拘遍數。稱云)。	 次 旋 遶 法 或 三 帀 或 七 帀 乃 至 多 帀 如 是 稱 念 隨 意 隨 帀 不 拘 遍 數 稱 云 
X62n1197_001:0586c09	南無阿彌陀佛南無觀世音菩薩南無大勢至	南 無 阿 彌 陀 佛 南 無 觀 世 音 菩 薩 南 無 大 勢 至 
X62n1197_001:0586c10	菩薩南無清淨大海眾菩薩摩訶薩	菩 薩 南 無 清 淨 大 海 眾 菩薩摩訶薩 
X62n1197_001:0586c11	自歸於佛。當願眾生。體解大道。發無上心。(拜)	自 歸 於 佛 當 願 眾 生 體 解 大 道 發 無 上 心 拜 
X62n1197_001:0586c12	自歸於法。當願眾生。深入經藏。智慧如海。(拜)	自 歸 於 法 當 願 眾 生 深 入 經 藏 智 慧 如 海 拜 
X62n1197_001:0586c13	自歸於僧。當願眾生。統理大眾。一切無礙。(拜)	自 歸 於 僧 當 願 眾 生 統 理 大 眾 一 切 無 礙 拜 
X62n1197_001:0586c14	和南聖眾(次至別座。誦彌陀經。或觀經。若不誦得經。一心稱名。量時而止。更迴向結撮亦得)。	和 南 聖 眾 次 至 別 座 誦 彌 陀 經 或 觀 經 若 不 誦 得 經 一 心 稱 名 量 時 而 止 更 迴 向 結 撮 亦 得 
X62n1197_001:0586c15	十念門者。每晨服飾已。面西正立。合掌。連聲稱阿	十 念 門 者 每 晨 服 飾 已 面 西 正 立 合 掌 連 聲 稱 阿 
X62n1197_001:0586c16	彌陀佛。盡一口氣為一念。如是十氣為十念。隨氣	彌 陀 佛 盡 一 口 氣 為 一 念 如 是 十 氣 為 十 念 隨 氣 
X62n1197_001:0586c17	長短。不限佛數。氣極為度。聲不高低。不緩急。調停	長 短 不 限 佛 數 氣 極 為 度 聲 不 高 低 不 緩 急 調 停 
X62n1197_001:0586c18	得中。十氣連屬令心不散。專精為功。名十念者。是	得 中 十 氣 連 屬 令 心 不 散 專 精 為 功 名 十 念 者 是 
X62n1197_001:0586c19	藉氣束心也作此念已發願迴向云。	藉 氣 束 心 也 作 此 念 已 發 願 迴 向 云 
X62n1197_001:0586c20	我弟子(某甲)。一心歸命極樂世界阿彌陀佛。願以淨	我 弟 子 某 甲 一 心 歸 命 極樂世界 阿 彌 陀 佛 願 以 淨 
X62n1197_001:0586c21	光照我。慈誓攝我。我今正念稱如來名。經十念頃。為	光 照 我 慈 誓 攝 我 我 今 正 念 稱 如 來 名 經 十 念 頃 為 
X62n1197_001:0586c22	菩提道。求生淨土。佛昔本誓。若有眾生欲生我國。至	菩 提 道 求 生 淨 土 佛 昔 本 誓 若 有 眾 生 欲 生 我 國 至 
X62n1197_001:0586c23	心信樂乃至十念。若不生者。不取正覺。唯除五逆誹	心 信 樂 乃 至 十 念 若 不 生 者 不取正覺 唯 除 五 逆 誹 
X62n1197_001:0586c24	謗正法。我今自憶此生已來不造逆罪。不謗大乘。願	謗 正 法 我 今 自 憶 此 生 已 來 不 造 逆 罪 不 謗 大 乘 願 
X62n1197_001:0587a01	此十念。得入如來大誓海中。乘佛慈力。眾罪消滅。淨	此 十 念 得 入 如 來 大 誓 海 中 乘 佛 慈 力 眾 罪 消 滅 淨 
X62n1197_001:0587a02	因增長。若臨欲命終。自知時至。身不病苦。心無貪戀。	因 增 長 若 臨 欲 命 終 自 知 時 至 身 不 病 苦 心 無 貪 戀 
X62n1197_001:0587a03	心不倒散。如入禪定。佛及聖眾。手執金臺。來迎接我。	心 不 倒 散 如 入 禪 定 佛 及 聖 眾 手 執 金 臺 來 迎 接 我 
X62n1197_001:0587a04	如一念頃。生極樂國。華開見佛。即聞佛乘。頓聞佛慧。	如 一 念 頃 生 極 樂 國 華 開 見 佛 即 聞 佛 乘 頓 聞 佛 慧 
X62n1197_001:0587a05	廣度眾生。滿菩提願。(作已便止。不必拜。要盡此生。不得一日暫廢。唯將不廢自要其	廣 度 眾 生 滿 菩 提 願 作 已 便 止 不 必 拜 要 盡 此 生 不 得 一 日 暫 廢 唯 將 不 廢 自 要 其 
X62n1197_001:0587a06	心。得生彼國)。	心 得 生 彼 國 
X62n1197_001:0587a07	繫緣門者。凡公臨私養。歷涉緣務。雖造次常不忘	繫 緣 門 者 凡 公 臨 私 養 歷 涉 緣 務 雖 造 次 常 不 忘 
X62n1197_001:0587a08	佛。及憶淨土。如切事繫心。雖種種作務。不妨密憶	佛 及 憶 淨 土 如 切 事 繫 心 雖 種 種 作 務 不 妨 密 憶 
X62n1197_001:0587a09	前事。念佛亦如是。若失念。數數攝還。久久成性。任	前 事 念 佛 亦 如 是 若 失 念 數 數 攝 還 久 久 成 性 任 
X62n1197_001:0587a10	運常憶。楞嚴經。譬如有人一專為憶。(譬佛念眾生)一人	運 常 憶 楞 嚴 經 譬 如 有 人 一 專 為 憶 譬 佛 念 眾 生 一 人 
X62n1197_001:0587a11	專忘。(譬眾生念佛)如是二人。若逢不逢。或見非見。二人	專 忘 譬 眾 生 念 佛 如 是 二 人 若 逢 不 逢 或 見 非 見 二 人 
X62n1197_001:0587a12	相憶。二憶念深。如是乃至從生至生。同於形影。不	相 憶 二 憶 念 深 如 是 乃 至 從 生 至 生 同 於 形 影 不 
X62n1197_001:0587a13	相乖異。十方如來。憐念眾生。如母憶子。若子逃逝。	相 乖 異 十 方 如 來 憐 念 眾 生 如 母 憶 子 若 子 逃 逝 
X62n1197_001:0587a14	雖憶何為。子若憶母。如母憶時。母子歷生。不相違	雖 憶 何 為 子 若 憶 母 如 母 憶 時 母 子 歷 生 不 相 違 
X62n1197_001:0587a15	遠。若眾生心。憶佛念佛。現前當來。必定見佛。去佛	遠 若 眾 生 心 憶 佛 念 佛 現 前 當 來 必 定 見 佛 去 佛 
X62n1197_001:0587a16	不遠不假方便自得心開如染香人身有香氣如	不 遠 不 假 方 便 自 得 心 開 如 染 香 人 身 有 香 氣 如 
X62n1197_001:0587a17	此繫心任運常遮一切惡念說欲作惡憶佛之故	此 繫 心 任 運 常 遮 一 切 惡 念 說 欲 作 惡 憶 佛 之 故 
X62n1197_001:0587a18	惡不能成縱隨惡作惡業時心常不耎如身有香	惡 不 能 成 縱 隨 惡 作 惡 業 時 心 常 不 耎 如 身 有 香 
X62n1197_001:0587a19	自然離臭。又復覺心微起惡念。即便憶佛。以佛力	自 然 離 臭 又 復 覺 心 微 起 惡 念 即 便 憶 佛 以 佛 力 
X62n1197_001:0587a20	故。惡念自息。如人遇難。求彼彊援。必得免脫。又見	故 惡 念 自 息 如 人 遇 難 求 彼 彊 援 必 得 免 脫 又 見 
X62n1197_001:0587a21	他受苦。以念佛心憐愍於彼。願其離苦。若斷刑獄。	他 受 苦 以 念 佛 心 憐 愍 於 彼 願 其 離 苦 若 斷 刑 獄 
X62n1197_001:0587a22	以念佛故。生憫念心。願生淨土。誓相救濟。凡歷一	以 念 佛 故 生 憫 念 心 願 生 淨 土 誓 相 救 濟 凡 歷 一 
X62n1197_001:0587a23	切境界。若善若惡。由心憶佛。皆心念作願。故普賢	切 境 界 若 善 若 惡 由 心 憶 佛 皆 心 念 作 願 故 普 賢 
X62n1197_001:0587a24	願王云。作一切惡皆不成就。若作善業皆悉和合。	願 王 云 作 一 切 惡 皆 不 成 就 若 作 善 業 皆 悉 和 合 
X62n1197_001:0587b01	即此意爾。如是相續念佛在心。能辦一切淨因功	即 此 意 爾 如 是 相 續 念 佛 在 心 能 辦 一 切 淨 因 功 
X62n1197_001:0587b02	德。恐煩披覽。不復具說。誠哉此門。為益最大。	德 恐 煩 披 覽 不 復 具 說 誠 哉 此 門 為 益 最 大 
X62n1197_001:0587b03	眾福門者。普賢觀。國王大臣欲懺重罪。當行五事。	眾 福 門 者 普 賢 觀 國 王 大 臣 欲 懺 重 罪 當 行 五 事 
X62n1197_001:0587b04	一正心不謗三寶。不障出家。不為梵行人作惡留	一 正 心 不 謗 三 寶 不 障 出 家 不 為 梵 行 人 作 惡 留 
X62n1197_001:0587b05	難。(於持戒四眾勿行汙染)二孝養父母。奉事師長。三正法治	難 於 持 戒 四 眾 勿 行 汙 染 二 孝 養 父 母 奉 事 師 長 三 正 法 治 
X62n1197_001:0587b06	國。不邪枉人民。四六齋日敕境內力所及處。令行	國 不 邪 枉 人 民 四 六 齋 日 敕 境 內 力 所 及 處 令 行 
X62n1197_001:0587b07	不殺。(嚴禁漁捕。及誡姦鬬。六齋日者。白月初八四王使者巡世。十四四王太子巡。十五四王親	不 殺 嚴 禁 漁 捕 及 誡 姦 鬬 六 齋 日 者 白 月 初 八 四 王 使 者 巡 世 十 四 四 王 太 子 巡 十 五 四 王 親 
X62n1197_001:0587b08	巡。黑月二十三二十九三十巡世準上。若四王親下。諸天星宿鬼神俱時隨從。遇修福齋戒者。諸天相慶。	巡 黑 月 二 十 三 二 十 九 三 十 巡 世 準 上 若 四 王 親 下 諸 天 星 宿 鬼 神 俱 時 隨 從 遇 修 福 齋 戒 者 諸 天 相 慶 
X62n1197_001:0587b09	即注祿添算護持福業。令其成就)五深信因果。信一實道。知佛不	即 注 祿 添 算 護 持 福 業 令 其 成 就 五 深 信 因 果 信 一 實 道 知 佛 不 
X62n1197_001:0587b10	滅。此與十六觀三福大同。但普賢正為王臣。故引	滅 此 與 十 六 觀 三 福 大 同 但 普 賢 正 為 王 臣 故 引 
X62n1197_001:0587b11	用。此亦是三世諸佛淨業正因。若出家四眾。應具	用 此 亦 是 三世諸佛 淨 業 正 因 若 出 家 四 眾 應 具 
X62n1197_001:0587b12	依觀經三福為行。隨作一福。若心念。若口言。作意	依 觀 經 三 福 為 行 隨 作 一 福 若 心 念 若 口 言 作 意 
X62n1197_001:0587b13	迴向。方成淨因。	迴 向 方 成 淨 因 
X62n1197_001:0587b14	此四法門。是念佛三昧往生正因。必須繫日修習。	此 四 法 門 是 念佛三昧 往 生 正 因 必 須 繫 日 修 習 
X62n1197_001:0587b15	方可自期。定生淨土。經云。行此三昧。現得見阿彌	方 可 自 期 定 生 淨 土 經 云 行 此 三 昧 現 得 見 阿 彌 
X62n1197_001:0587b16	陀佛及二菩薩。若聞佛及二菩薩名。除無量劫生	陀 佛 及 二 菩 薩 若 聞 佛 及 二 菩 薩 名 除 無 量 劫 生 
X62n1197_001:0587b17	死之罪。何況憶念。此是人中芬陀利華。觀音勢至	死 之 罪 何 況 憶 念 此 是 人 中 芬 陀 利 華 觀 音 勢 至 
X62n1197_001:0587b18	為其勝友。當坐道場。生諸佛家。此人現世。彼佛遣	為 其 勝 友 當 坐 道 場 生 諸 佛 家 此 人 現 世 彼 佛 遣 
X62n1197_001:0587b19	無數化佛化觀音勢至。及娑婆二十五菩薩。晝夜	無 數 化 佛 化 觀 音 勢 至 及 娑 婆 二 十 五 菩 薩 晝 夜 
X62n1197_001:0587b20	擁護。行住坐臥一切時處。不令惡鬼得便。不受一	擁 護 行住坐臥 一 切 時 處 不 令 惡 鬼 得 便 不 受 一 
X62n1197_001:0587b21	切災難。常為國王大臣一切人民之所宗奉。所得	切 災 難 常 為 國 王 大 臣 一 切 人 民 之 所 宗 奉 所 得 
X62n1197_001:0587b22	功德。一念之間。不可算數。如佛之辯。不能稱揚。除	功 德 一 念 之 間 不 可 算 數 如 佛 之 辯 不 能 稱 揚 除 
