X25n0488_001:0282a06	 自序	 自 序 
X25n0488_001:0288c04	行。心不住而行。兩並明之。時說又遠纏一切賢聖	行 心 不 住 而 行 兩 並 明 之 時 說 又 遠 纏 一 切 賢 聖 
X25n0488_001:0288c05	句。不必。十一斷住修降伏是我疑。無我固是此章	句 不 必 十 一 斷 住 修 降 伏 是 我 疑 無 我 固 是 此 章 
X25n0488_001:0288c06	章旨。然亦就空生重問有異相意。故摘出我字言	章 旨 然 亦 就 空 生 重 問 有 異 相 意 故 摘 出 我 字 言 
X25n0488_001:0288c07	之。即從實理處深求細說亦無礙。葢佛語本八面	之 即 從 實 理 處 深 求 細 說 亦 無 礙 葢 佛 語 本 八 面 
X25n0488_001:0288c08	玲瓏。不必拘拘。所以天親斷疑。亦從實理說。然須	玲 瓏 不 必 拘 拘 所 以 天 親 斷 疑 亦 從 實 理 說 然 須 
X25n0488_001:0288c09	菩提重問。不過疑佛與如來有異相耳。實無我見	菩 提 重 問 不 過 疑 佛 與 如 來 有 異 相 耳 實 無 我 見 
X25n0488_001:0288c10	在胸中。而說者遂謂空生疑意。既無我。誰為降住。	在 胸 中 而 說 者 遂 謂 空 生 疑 意 既 無 我 誰 為 降 住 
X25n0488_001:0288c11	誰為修行。將我字弔起在前。反似穿鑿。十二斷佛	誰 為 修 行 將 我 字 弔 起 在 前 反 似 穿 鑿 十 二 斷 佛 
X25n0488_001:0288c12	因是有菩提疑。因上文言實無有法。恐人不信。疑	因 是 有 菩 提 疑 因 上 文 言 實 無 有 法 恐 人 不 信 疑 
X25n0488_001:0288c13	佛於因地不能無菩提也。提字。今本誤作薩字。且	佛 於 因 地 不 能 無 菩 提 也 提 字 今 本 誤 作 薩 字 且 
X25n0488_001:0288c14	為轉解。不知上文說有四相則非菩薩。所以者何。	為 轉 解 不 知 上 文 說 有 四 相 則 非 菩 薩 所以者何 
X25n0488_001:0288c15	以實無有法發菩提心也。此以下皆實明無菩提	以 實 無 有 法 發菩提心 也 此 以 下 皆 實 明 無 菩 提 
X25n0488_001:0288c16	心。豈是薩字耶。十三斷無因則無佛法疑。言無因	心 豈 是 薩 字 耶 十 三 斷 無 因 則 無 佛 法 疑 言 無 因 
X25n0488_001:0288c17	地之菩提。則亦當無現在之佛法矣。故下以如來	地 之 菩 提 則 亦 當 無 現 在 之 佛 法 矣 故 下 以 如 來 
X25n0488_001:0288c18	名字解之。葢不惟現在之佛如是。即過去諸如來	名 字 解 之 葢 不 惟 現 在 之 佛 如 是 即 過 去 諸 如 來 
X25n0488_001:0288c19	無不如是。故諸如來一切法即佛法。至此佛纔自	無 不 如 是 故 諸 如 來 一 切 法 即 佛 法 至 此 佛 纔 自 
X25n0488_001:0288c20	明興如來一法。故斷疑中亦指出佛法二字。十四	明 興 如 來 一 法 故 斷 疑 中 亦 指 出 佛 法 二 字 十 四 
X25n0488_001:0288c21	斷無人度生嚴土疑。此人字。從上譬如人身長大	斷 無 人 度 生 嚴 土 疑 此 人 字 從 上 譬 如 人 身 長 大 
X25n0488_001:0288c22	來。大身非大身。是人亦非人矣。將誰度生。將誰莊	來 大 身 非 大 身 是 人 亦 非 人 矣 將 誰 度 生 將 誰 莊 
X25n0488_001:0288c23	嚴佛土。要知此人字。不是人我之人。乃即身字意。	嚴 佛 土 要 知 此 人 字 不 是 人 我 之 人 乃 即 身 字 意 
X25n0488_001:0288c24	故下即以我當滅度眾生。我當莊嚴佛土則非菩	故 下 即 以 我 當 滅 度 眾 生 我 當 莊 嚴 佛 土 則 非 菩 
X25n0488_001:0289a01	薩明之。十五斷諸佛不見諸法疑。即從上無我法	薩 明 之 十 五 斷 諸 佛 不 見 諸 法 疑 即 從 上 無 我 法 
X25n0488_001:0289a02	是真菩薩來。言度生莊嚴皆非菩薩。而無我法者。	是 真 菩 薩 來 言 度 生 莊 嚴 皆 非 菩 薩 而 無 我 法 者 
X25n0488_001:0289a03	乃真菩薩。則豈諸佛皆不見有諸法乎。故下以三	乃 真 菩 薩 則 豈 諸 佛 皆 不 見 有 諸 法 乎 故 下 以 三 
X25n0488_001:0289a04	世心不可得明之。葢心不見三世。故佛亦不見諸	世 心 不 可 得 明 之 葢 心 不 見 三 世 故 佛 亦 不 見 諸 
X25n0488_001:0289a05	法。正是實理。而佛與如來一法。隱然在言外矣。十	法 正 是 實 理 而 佛 與 如 來 一 法 隱 然 在 言 外 矣 十 
X25n0488_001:0289a06	六斷福德例心顛倒疑。顛倒。即世俗心也。言三心	六 斷 福 德 例 心 顛 倒 疑 顛 倒 即 世 俗 心 也 言 三 心 
X25n0488_001:0289a07	即不可得。豈果報亦不可得乎。不能無疑。故下以	即 不 可 得 豈 果 報 亦 不 可 得 乎 不 能 無 疑 故 下 以 
X25n0488_001:0289a08	福德無實明之。要見福德之多。專以無性故。則無	福 德 無 實 明 之 要 見 福 德 之 多 專 以 無 性 故 則 無 
X25n0488_001:0289a09	法菩薩非真無福德。而顛倒心亦可以絕矣。十七	法 菩 薩 非 真 無 福 德 而 顛 倒 心 亦 可 以 絕 矣 十 七 
X25n0488_001:0289a10	斷無為何有相好疑。上文無我。無法。無二世。無福	斷 無 為 何 有 相 好 疑 上 文 無 我 無 法 無 二 世 無 福 
X25n0488_001:0289a11	德。皆是無為也。言既如此諸法皆無。何以佛有應	德 皆 是 無 為 也 言 既 如 此 諸 法 皆 無 何 以 佛 有 應 
X25n0488_001:0289a12	化身。如來有諸相法身。兩並言之。顯有淺深。庸眾	化 身 如 來 有 諸 相 法 身 兩 並 言 之 顯 有 淺 深 庸 眾 
X25n0488_001:0289a13	疑情總屬一竇。故斷疑亦總言之。而說者因渾作	疑 情 總 屬 一 竇 故 斷 疑 亦 總 言 之 而 說 者 因 渾 作 
X25n0488_001:0289a14	一佛看。乃強以天親論八十種好三十二相分配。	一 佛 看 乃 強 以 天 親 論 八十種好 三十二相 分 配 
X25n0488_001:0289a15	不知天親論亦是總言。何曾分說。八十種好。三十	不 知 天 親 論 亦 是 總 言 何 曾 分 說 八十種好 三 十 
X25n0488_001:0289a16	二相。皆法相也。有何分別。十八斷無身何以說法	二 相 皆 法 相 也 有 何 分 別 十 八 斷 無 身 何 以 說 法 
X25n0488_001:0289a17	疑。言既無三身諸相。何以又能在世說法。葢欲併	疑 言 既 無 三 身 諸 相 何 以 又 能 在 世 說 法 葢 欲 併 
X25n0488_001:0289a18	說法盡遮于無也。故下以無法可說明之。天親云。	說 法 盡 遮 于 無 也 故 下 以 無 法 可 說 明 之 天 親 云 
X25n0488_001:0289a19	若如來色身相好不可得見。云何言如來說法。正	若 如 來 色 身 相 好 不 可 得 見 云 何 言 如 來 說 法 正 
X25n0488_001:0289a20	是此意。說者乃謂既無色身。何處發聲。是反將無	是 此 意 說 者 乃 謂 既 無 色 身 何 處 發 聲 是 反 將 無 
X25n0488_001:0289a21	法。要說做有法矣。十九斷無法如何修證疑。因上	法 要 說 做 有 法 矣 十 九 斷 無 法 如 何 修 證 疑 因 上 
X25n0488_001:0289a22	文諸法皆無。則現在作佛將如何修證。此正親切	文 諸 法 皆 無 則 現 在 作 佛 將 如 何 修 證 此 正 親 切 
X25n0488_001:0289a23	問現在佛也。故經文前稱如來。此獨稱佛。前以有	問 現 在 佛 也 故 經 文 前 稱 如 來 此 獨 稱 佛 前 以 有 
X25n0488_001:0289a24	得無得。兩意並問。此以有得為無得一意專問。正	得 無 得 兩 意 並 問 此 以 有 得 為 無 得 一 意 專 問 正 
X25n0488_001:0289b01	為如何修證疑人指開門路。乃了義語。興前大不	為 如 何 修 證 疑 人 指 開 門 路 乃 了 義 語 興 前 大 不 
X25n0488_001:0289b02	同。天親論云。若如來不得一法。名無上菩提。如何	同 天 親 論 云 若 如 來 不 得 一 法 名 無上菩提 如 何 
X25n0488_001:0289b03	離上上證。轉轉得無上菩提。所謂無上菩提。正詮	離 上 上 證 轉 轉 得 無上菩提 所 謂 無上菩提 正 詮 
X25n0488_001:0289b04	以得為無得之為字也。眼光極細。所謂離上上證	以 得 為 無 得 之 為 字 也 眼 光 極 細 所 謂 離 上 上 證 
X25n0488_001:0289b05	轉得無上。詮如何修證。亦高一層。說者又遠纏第	轉 得 無 上 詮 如 何 修 證 亦 高 一 層 說 者 又 遠 纏 第 
X25n0488_001:0289b06	三第十等語。直作不得菩提說。此是句讀不明。不	三 第 十 等 語 直 作 不 得 菩 提 說 此 是 句 讀 不 明 不 
X25n0488_001:0289b07	知淺深之故。二十斷所說無記非因疑。上言修一	知 淺 深 之 故 二 十 斷 所 說 無 記 非 因 疑 上 言 修 一 
X25n0488_001:0289b08	切善法得菩提。意持經演說。畢竟無記性。或非因	切 善 法 得 菩 提 意 持 經 演 說 畢 竟 無 記 性 或 非 因 
X25n0488_001:0289b09	果所係。故下又以福德較勝言之。然此亦是巧於	果 所 係 故 下 又 以 福 德 較 勝 言 之 然 此 亦 是 巧 於 
X25n0488_001:0289b10	生發。指引後人處。若論經文。實段段有福勝作結。	生 發 指 引 後 人 處 若 論 經 文 實 段 段 有 福 勝 作 結 
X25n0488_001:0289b11	未必如是拘拘也。解者亦當善理會不必泥執。二	未 必 如 是 拘 拘 也 解 者 亦 當 善 理 會 不 必 泥 執 二 
X25n0488_001:0289b12	十一斷平等如何度生疑。言眾生既是平等。皆有	十 一 斷 平 等 如 何 度 生 疑 言 眾 生 既 是 平 等 皆 有 
X25n0488_001:0289b13	佛性。何必又要如來度生。下乃以實實無度順證	佛 性 何 必 又 要 如 來 度 生 下 乃 以 實 實 無 度 順 證 
X25n0488_001:0289b14	之。即是首章實無眾生得滅度者解。而說者乃謂	之 即 是 首 章 實 無 眾 生 得滅度者 解 而 說 者 乃 謂 
X25n0488_001:0289b15	如來度生實有高下實不平等。大非經旨。二十二	如 來 度 生 實 有 高 下 實 不 平 等 大 非 經 旨 二 十 二 
X25n0488_001:0289b16	斷以相比知真佛疑。以相觀如來。譬如認羊作虎。	斷 以 相 比 知 真 佛 疑 以 相 觀 如 來 譬 如 認 羊 作 虎 
X25n0488_001:0289b17	豈得比于真知。故以輪王醒之。觀與見不同。故特	豈 得 比 于 真 知 故 以 輪 王 醒 之 觀 與 見 不 同 故 特 
X25n0488_001:0289b18	曰知。說者不悟觀見之淺深。仍以法身相好等話。	曰 知 說 者 不 悟 觀 見 之 淺 深 仍 以 法 身 相 好 等 話 
X25n0488_001:0289b19	重衍疊見。直是隔靴搔痒。二十三斷佛果非關福	重 衍 疊 見 直 是 隔 靴 搔 痒 二 十 三 斷 佛 果 非 關 福 
X25n0488_001:0289b20	相疑。承上言以相內觀。亦可謂微細節目矣。猶且	相 疑 承 上 言 以 相 內 觀 亦 可 謂 微 細 節 目 矣 猶 且 
X25n0488_001:0289b21	不可。然則佛果全然無相矣。葢全經敲剝非相至	不 可 然 則 佛 果 全 然 無 相 矣 葢 全 經 敲 剝 非 相 至 
X25n0488_001:0289b22	此。直是一毫不可著念。焉得不起頑空之疑。故下	此 直 是 一 毫 不 可 著 念 焉 得 不 起 頑 空 之 疑 故 下 
X25n0488_001:0289b23	急以莫作斷滅相繳定。而說者又以福德果報溷	急 以 莫 作 斷 滅 相 繳 定 而 說 者 又 以 福 德 果 報 溷 
X25n0488_001:0289b24	入。經旨反晦。二十四斷化身出現受福疑。上文言。	入 經 旨 反 晦 二 十 四 斷 化 身 出 現 受 福 疑 上 文 言 
X25n0488_001:0289c01	此菩薩勝前菩薩所得功德。言現在諸說法菩薩	此 菩 薩 勝 前 菩 薩 所得功德 言 現 在 諸 說 法 菩 薩 
X25n0488_001:0289c02	也。故曰化身出現。下文佛亦明以現在去來坐臥	也 故 曰 化 身 出 現 下 文 佛 亦 明 以 現 在 去 來 坐 臥 
X25n0488_001:0289c03	明之。要知現在說法者雖是化身。而仍有真法身	明 之 要 知 現 在 說 法 者 雖 是 化 身 而 仍 有 真 法 身 
X25n0488_001:0289c04	在。則受福不亦宜乎。然既曰菩薩宜受福德。則化	在 則 受 福 不 亦 宜 乎 然 既 曰 菩 薩 宜 受 福 德 則 化 
X25n0488_001:0289c05	身與法身無異。而又曰無所從來。亦無所去。則法	身 與 法 身 無 異 而 又 曰 無所從來 亦 無 所 去 則 法 
X25n0488_001:0289c06	身與化身又不一。豈不疑惑。故二十五曰。斷法身	身 與 化 身 又 不 一 豈 不 疑 惑 故 二 十 五 曰 斷 法 身 
X25n0488_001:0289c07	化身一異疑。而下文乃以塵界實理明之。要見化	化 身 一 異 疑 而 下 文 乃 以 塵 界 實 理 明 之 要 見 化 
X25n0488_001:0289c08	身法身之異。由于塵界起見。若塵界之見泯。又何	身 法 身 之 異 由 于 塵 界 起 見 若 塵 界 之 見 泯 又 何 
X25n0488_001:0289c09	法與化之異乎。至此佛與如來三世一法。已和盤	法 與 化 之 異 乎 至 此 佛 與 如 來 三 世 一 法 已 和 盤 
X25n0488_001:0289c10	托出。而說者猶不悟三世之理。不知化身法身等	托 出 而 說 者 猶 不 悟 三 世 之 理 不 知 化 身 法 身 等 
X25n0488_001:0289c11	字。將何著落。觀此則二十七疑實與彌勒偈相表	字 將 何 著 落 觀 此 則 二 十 七 疑 實 與 彌 勒 偈 相 表 
X25n0488_001:0289c12	裏而說者只渾渾也。二十六斷化身說法無福疑。	裏 而 說 者 只 渾 渾 也 二 十 六 斷 化 身 說 法 無 福 疑 
X25n0488_001:0289c13	前言菩薩宜受福矣。此又何復疑化身無福也。葢	前 言 菩 薩 宜 受 福 矣 此 又 何 復 疑 化 身 無 福 也 葢 
X25n0488_001:0289c14	因若去若來節宜受福意實在言外。不曾明說。而	因 若 去 若 來 節 宜 受 福 意 實 在 言 外 不 曾 明 說 而 
X25n0488_001:0289c15	下章又言知見信解。皆不生法相。故復疑化身說	下 章 又 言 知 見 信 解 皆 不 生 法 相 故 復 疑 化 身 說 
X25n0488_001:0289c16	法無福也。下乃以最勝之福明之。然此最勝之福。	法 無 福 也 下 乃 以 最 勝 之 福 明 之 然 此 最 勝 之 福 
X25n0488_001:0289c17	專在不取相之如如。何也。如來實法如是也。此一	專 在 不 取 相 之 如 如 何 也 如 來 實 法 如 是 也 此 一 
X25n0488_001:0289c18	語實是全經宗旨。全部總結。下四句偈。只詮得此	語 實 是 全 經 宗 旨 全 部 總 結 下 四 句 偈 只 詮 得 此 
X25n0488_001:0289c19	意。然恐庸眾不曉。但以寂滅為如如。故又以何以	意 然 恐 庸 眾 不 曉 但 以 寂 滅 為 如 如 故 又 以 何 以 
X25n0488_001:0289c20	故跌出偈語明之。偈語。正從有為法中看出無相。	故 跌 出 偈 語 明 之 偈 語 正 從 有 為 法 中 看 出 無 相 
X25n0488_001:0289c21	不是純任無為一邊。故二十七疑曰。入寂如何得	不 是 純 任 無 為 一 邊 故 二 十 七 疑 曰 入 寂 如 何 得 
X25n0488_001:0289c22	說疑。要見如如與偈義。正不是頑空入寂也。天親	說 疑 要 見 如 如 與 偈 義 正 不 是 頑 空 入 寂 也 天 親 
X25n0488_001:0289c23	云。若諸佛如來常為眾生說法。云何如來入涅槃。	云 若 諸佛如來 常 為 眾 生 說 法 云 何 如 來 入 涅 槃 
X25n0488_001:0289c24	亦是為庸眾人淺見說想。說者遂以涅槃二字。實	亦 是 為 庸 眾 人 淺 見 說 想 說 者 遂 以 涅 槃 二 字 實 
X25n0488_001:0290a01	詮如如不動。乃又以頑空詮偈語。不知解疑者。正	詮 如 如 不 動 乃 又 以 頑 空 詮 偈 語 不 知 解 疑 者 正 
X25n0488_001:0290a02	要反其所見。若以頑空詮偈語。直是入寂不說法	要 反 其 所 見 若 以 頑 空 詮 偈 語 直 是 入 寂 不 說 法 
X25n0488_001:0290a03	矣。豈是破疑之意。予看二十七疑。專為庸眾人尋	矣 豈 是 破 疑 之 意 予 看 二 十 七 疑 專 為 庸 眾 人 尋 
X25n0488_001:0290a04	門覓路。無頭緒中討出頭緒。一片苦心。段段從上	門 覓 路 無 頭 緒 中 討 出 頭 緒 一 片 苦 心 段 段 從 上 
X25n0488_001:0290a05	文想來。絕無支蔓。不意後人過為穿鑿。舍近求遠。	文 想 來 絕 無 支 蔓 不 意 後 人 過 為 穿 鑿 舍 近 求 遠 
X25n0488_001:0290a06	反使經文韜晦。真是邢和遭棄。寶劒蒙塵。不有識	反 使 經 文 韜 晦 真 是 邢 和 遭 棄 寶 劒 蒙 塵 不 有 識 
X25n0488_001:0290a07	者誰能正之。予因諸疑雖是恒情所不免。然終非	者 誰 能 正 之 予 因 諸 疑 雖 是 恒 情 所 不 免 然 終 非 
X25n0488_001:0290a08	章句段落可分。若倚為墻壁。反多葛藤。故不敢錄。	章 句 段 落 可 分 若 倚 為 墻 壁 反 多 葛 藤 故 不 敢 錄 
X25n0488_001:0290a09	但近來說家所最宗尚。乃逐段分列經文之傍。以	但 近 來 說 家 所 最 宗 尚 乃 逐 段 分 列 經 文 之 傍 以 
X25n0488_001:0290a10	備學人參照耳。	備 學 人 參 照 耳 
X25n0488_001:0290a11	佛法不可以文字求。乃謂非如文士呫嗶揣摩。雕	佛 法 不 可 以 文 字 求 乃 謂 非 如 文 士 呫 嗶 揣 摩 雕 
X25n0488_001:0290a12	琢字句為工。點染聲韻為格也。若前後倫次。淺深	琢 字 句 為 工 點 染 聲 韻 為 格 也 若 前 後 倫 次 淺 深 
X25n0488_001:0290a13	照應。乃心聲自然之理。即世俗人稍知文義者。出	照 應 乃 心 聲 自 然 之 理 即 世 俗 人 稍 知 文 義 者 出 
X25n0488_001:0290a14	言談吐。定有一番起訖頭緒。前後照應。況神靈至	言 談 吐 定 有 一 番 起 訖 頭 緒 前 後 照 應 況 神 靈 至 
X25n0488_001:0290a15	聖。一指毫端。放出天人世界。秘文靈象。而謂演說	聖 一 指 毫 端 放 出 天 人 世 界 秘 文 靈 象 而 謂 演 說 
X25n0488_001:0290a16	般若。反僅同于婆子之叮嚀。村夫之嘈[口*?*〡]乎。此予	般 若 反 僅 同 于 婆 子 之 叮 嚀 村 夫 之 嘈 [口〡] 乎 此 予 
X25n0488_001:0290a17	所最不敢信者。蓮池云。金剛文字。似重非重。不重	所 最 不 敢 信 者 蓮 池 云 金 剛 文 字 似 重 非 重 不 重 
X25n0488_001:0290a18	而重。極難註脚。金剛正眼云。諸家所論十七分後。	而 重 極 難 註 脚 金 剛 正 眼 云 諸 家 所 論 十 七 分 後 
X25n0488_001:0290a19	有言前之未盡者。有言我法粗細者。有言重問發	有 言 前 之 未 盡 者 有 言 我 法 粗 細 者 有 言 重 問 發 
X25n0488_001:0290a20	菩提心者。有以非人而不出己者。有以引他為自	菩 提 心 者 有 以 非 人 而 不 出 己 者 有 以 引 他 為 自 
X25n0488_001:0290a21	把柄者。俱在夢中說夢。此真報佛恩語也。不思經	把 柄 者 俱 在 夢 中 說 夢 此 真 報 佛 恩 語 也 不 思 經 
X25n0488_001:0290a22	文本曰。聞是章句受持讀誦。為人解說。則佛說此	文 本 曰 聞 是 章 句 受持讀誦 為 人 解 說 則 佛 說 此 
X25n0488_001:0290a23	經。原自有章法句法。可解可說。何致捕風縛影。各	經 原 自 有 章 法 句 法 可 解 可 說 何 致 捕 風 縛 影 各 
X25n0488_001:0290a24	逞臆見乎。余謂此經。語氣迴環操放之間。淺深層	逞 臆 見 乎 余 謂 此 經 語 氣 迴 環 操 放 之 間 淺 深 層 
X25n0488_001:0290b01	級。直是一筆極有規矩文章。頗與大學中庸相似。	級 直 是 一 筆 極 有 規 矩 文 章 頗 與 大 學 中 庸 相 似 
X25n0488_001:0290b02	今姑以愚所見略陳之。若見非相之相則見如來。	今 姑 以 愚 所 見 略 陳 之 若 見 非 相 之 相 則 見 如 來 
X25n0488_001:0290b03	此一語。實全經宗旨也。興末後如如不動。并古偈	此 一 語 實 全 經 宗 旨 也 興 末 後 如 如 不 動 并 古 偈 
X25n0488_001:0290b04	全義相照應。如如不動。非相之相也。一切有為法。	全 義 相 照 應 如 如 不 動 非 相 之 相 也 一 切 有 為 法 
X25n0488_001:0290b05	應作如是觀。即見如來也。崑崙阿耨達池與大海	應 作 如 是 觀 即 見 如 來 也 崑 崙 阿 耨 達 池 與 大 海 
X25n0488_001:0290b06	尾閭呼吸相通。此其象矣。舍此無所謂彼岸者。若	尾 閭 呼 吸 相 通 此 其 象 矣 舍 此 無 所 謂 彼 岸 者 若 
X25n0488_001:0290b07	降心修行。則渡海之筏也。空相無住。則捨筏是。非	降 心 修 行 則 渡 海 之 筏 也 空 相 無 住 則 捨 筏 是 非 
X25n0488_001:0290b08	降修不能渡海。非空相無住不能登岸。此如來實	降 修 不 能 渡 海 非 空 相 無 住 不 能 登 岸 此 如 來 實 
X25n0488_001:0290b09	法全體。即諸佛眾生一切法也。何也。葢諸佛眾生	法 全 體 即 諸 佛 眾 生 一 切 法 也 何 也 葢 諸 佛 眾 生 
X25n0488_001:0290b10	有過去現在未來之異相而無異心。過去心不可	有 過去現在未來 之 異 相 而 無 異 心 過 去 心 不 可 
X25n0488_001:0290b11	得。現在心不可得。未來心不可得。故過去者當如	得 現 在 心 不 可 得 未來心不可得 故 過 去 者 當 如 
X25n0488_001:0290b12	是知。現在者當如是見。未來者當如是信解。皆歸	是 知 現 在 者 當 如 是 見 未 來 者 當 如 是 信 解 皆 歸 
X25n0488_001:0290b13	不生法相。譬如萬川印月。總是一月。月滿萬川。同	不 生 法 相 譬 如 萬 川 印 月 總 是 一 月 月 滿 萬 川 同 
X25n0488_001:0290b14	歸無月。正所謂三世如來也。若乃降心者必先信	歸 無 月 正 所 謂 三 世 如 來 也 若 乃 降 心 者 必 先 信 
X25n0488_001:0290b15	心。故於信心之問獨詳降心。曰不取。曰無得。皆降	心 故 於 信 心 之 問 獨 詳 降 心 曰 不 取 曰 無 得 皆 降 
X25n0488_001:0290b16	心之無住也。修行者必先持行。故於奉持之問獨	心 之 無 住 也 修 行 者 必 先 持 行 故 於 奉 持 之 問 獨 
X25n0488_001:0290b17	詳修行。曰成就第一。曰忍辱布施。皆修行之無住	詳 修 行 曰 成 就 第 一 曰 忍 辱 布 施 皆 修 行 之 無 住 
X25n0488_001:0290b18	也。葢降心為解。修行為行。解行成就。方為到岸。然	也 葢 降 心 為 解 修 行 為 行 解 行 成 就 方 為 到 岸 然 
X25n0488_001:0290b19	猶非捨筏之登。至於受持讀誦。不知輕賤。但得阿	猶 非 捨 筏 之 登 至 於 受持讀誦 不 知 輕 賤 但 得 阿 
X25n0488_001:0290b20	耨多羅三藐三菩提不可思議功德。而後直是彼	耨 多 羅 三藐三菩提 不可思議 功 德 而 後 直 是 彼 
X25n0488_001:0290b21	岸如來矣。然此特因空生之進問信持。而廣為演	岸 如 來 矣 然 此 特 因 空 生 之 進 問 信 持 而 廣 為 演 
X25n0488_001:0290b22	說。實與首章無二義。譬如前殿後殿。佛土雖殊。莊	說 實 與 首 章 無 二 義 譬 如 前 殿 後 殿 佛 土 雖 殊 莊 
X25n0488_001:0290b23	嚴則一。經傳異體。洵非誣耳。至如十七分後論現	嚴 則 一 經 傳 異 體 洵 非 誣 耳 至 如 十 七 分 後 論 現 
X25n0488_001:0290b24	在佛法。以無我為實。要見如來法。即佛法也。二十	在 佛 法 以 無 我 為 實 要 見 如 來 法 即 佛 法 也 二 十 
X25n0488_001:0290c01	一分後論未來眾生法。以平等為實。要見佛法即	一 分 後 論 未 來 眾 生 法 以 平 等 為 實 要 見 佛 法 即 
X25n0488_001:0290c02	眾生法也。三世一法。非彰明較著者乎。然三世之	眾 生 法 也 三 世 一 法 非 彰 明 較 著 者 乎 然 三 世 之 
X25n0488_001:0290c03	中。又兼三世。如問信心曰眾生得聞。現在相也。問	中 又 兼 三 世 如 問 信 心 曰 眾 生 得 聞 現 在 相 也 問 
X25n0488_001:0290c04	奉持曰後五百歲。未來相也。佛法曰三心不可得。	奉 持 曰 後 五 百 歲 未 來 相 也 佛 法 曰 三 心 不 可 得 
X25n0488_001:0290c05	眾生曰是法平等無有高下。則經緯三世。貫串無	眾 生 曰 是 法 平 等 無有高下 則 經 緯 三 世 貫 串 無 
X25n0488_001:0290c06	跡。雖織錦雕虫。無以過是。蛛絲馬足。不足為喻。真	跡 雖 織 錦 雕 虫 無 以 過 是 蛛 絲 馬 足 不 足 為 喻 真 
X25n0488_001:0290c07	神龍變化。出沒非常之妙矣。洎乎三問既終。乃即	神 龍 變 化 出 沒 非 常 之 妙 矣 洎 乎 三 問 既 終 乃 即 
X25n0488_001:0290c08	二法雙結。如來三十二相。既不可見。并不可觀。幾	二 法 雙 結 如 來 三十二相 既 不 可 見 并 不 可 觀 幾 
X25n0488_001:0290c09	於斷滅矣。故遂以莫作斷滅相挽定非相之相。佛	於 斷 滅 矣 故 遂 以 莫 作 斷 滅 相 挽 定 非 相 之 相 佛 
X25n0488_001:0290c10	無去來。又無塵界。亦幾於四相皆空矣。故又以是	無 去 來 又 無 塵 界 亦 幾 於 四 相 皆 空 矣 故 又 以 是 
X25n0488_001:0290c11	名我見人見眾生見壽者見挽定非相之相。佛與	名 我 見 人 見 眾 生 見 壽 者 見 挽 定 非 相 之 相 佛 與 
X25n0488_001:0290c12	如來皆有非相之相。而眾生皆在其中。兩佛同歸	如 來 皆 有 非 相 之 相 而 眾 生 皆 在 其 中 兩 佛 同 歸 
X25n0488_001:0290c13	一相。三世原無二理。如如不動。宛然呈現。謂見如	一 相 三 世 原 無 二 理 如 如 不 動 宛 然 呈 現 謂 見 如 
X25n0488_001:0290c14	來。其誰不然。乃遂一語跌出牟尼寶光。千聖傳心	來 其 誰 不 然 乃 遂 一 語 跌 出 牟 尼 寶 光 千 聖 傳 心 
X25n0488_001:0290c15	要訣。只此一偈。全部金經宗旨。只了此一偈。如神	要 訣 只 此 一 偈 全 部 金 經 宗 旨 只 了 此 一 偈 如 神 
X25n0488_001:0290c16	龍之得珠歸海。忽然大地雲收霧散。一片晴空。真	龍 之 得 珠 歸 海 忽 然 大 地 雲 收 霧 散 一 片 晴 空 真 
X25n0488_001:0290c17	天造奇文。自然靈筆。玉書金簡不足比其精。八會	天 造 奇 文 自 然 靈 筆 玉 書 金 簡 不 足 比 其 精 八 會 
X25n0488_001:0290c18	十華不足追其奧。而乃謂不當以文字求。抑何謬	十 華 不 足 追 其 奧 而 乃 謂 不 當 以 文 字 求 抑 何 謬 
X25n0488_001:0290c19	也。若乃段段以福果為勸徵。又段段以空相為究	也 若 乃 段 段 以 福 果 為 勸 徵 又 段 段 以 空 相 為 究 
X25n0488_001:0290c20	竟。層層淺深。尤有精意。如首章大法。福德之後。結	竟 層 層 淺 深 尤 有 精 意 如 首 章 大 法 福 德 之 後 結 
X25n0488_001:0290c21	以非相。其喻為四虗空。葢如來非相之相。正虗空	以 非 相 其 喻 為 四 虗 空 葢 如 來 非 相 之 相 正 虗 空 
X25n0488_001:0290c22	象也。非四虗空不足以當如來實法之比擬。固有	象 也 非 四 虗 空 不 足 以 當 如 來 實 法 之 比 擬 固 有 
X25n0488_001:0290c23	分量矣。若信心福德屬貪薄一邊。故以七寶布施	分 量 矣 若 信 心 福 德 屬 貪 薄 一 邊 故 以 七 寶 布 施 
X25n0488_001:0290c24	較。而不取為解中之解。則為三千大千世界之七	較 而 不 取 為 解 中 之 解 則 為 三千大千世界 之 七 
X25n0488_001:0291a01	寶。無得為解中之行。更進一層。則為恒河沙三千	寶 無 得 為 解 中 之 行 更 進 一 層 則 為 恒 河 沙 三 千 
X25n0488_001:0291a02	大千世界之七寶。同為七寶較量。奢約不同也。若	大千世界 之 七 寶 同 為 七 寶 較 量 奢 約 不 同 也 若 
X25n0488_001:0291a03	持行福德屬瞋薄一邊。故以身命布施較。而般若	持 行 福 德 屬 瞋 薄 一 邊 故 以 身 命 布 施 較 而 般 若 
X25n0488_001:0291a04	第一為行中之解。則為河沙身命。忍辱布施為行	第 一 為 行 中 之 解 則 為 河 沙 身 命 忍 辱 布 施 為 行 
